id,title,type,ref,area
2791,Іванопіль (Житомирська обл.),4,f8ce8ae4-8849-11e9-898c-005056b24375,6
2792,Іванчанка,4,32b742a0-34b6-11eb-80fb-b8830365bd04,15
2793,Іванчиці,4,04e240a1-b6f0-11eb-80fb-b8830365bd04,17
2794,Іванчі,4,b955984a-4658-11ec-80fb-b8830365bd04,17
2795,Іваньки,4,aa355848-76fb-11e9-898c-005056b24375,23
2740,Іванів (Калинівський р-н),4,d67013b3-74f0-11e6-a9f2-005056887b8d,2
2741,Іванівка (Арбузинський р-н),4,4d43892d-e595-11eb-80fb-b8830365bd04,14
2742,Іванівка (Білозерський р-н),4,2b0d2851-a0f4-11ea-a970-b8830365ade4,21
2743,Іванівка (Високопільський р-н),4,fd65bf94-4634-11ec-80fb-b8830365bd04,21
2744,Іванівка (Голоприст.р-н. Херс. обл.),4,108fddfb-43c7-11eb-80fb-b8830365bd04,21
2745,Іванівка (Дніпропетровська обл.),4,e68423b2-9e60-11e9-898c-005056b24375,4
2746,"Іванівка (Донецька обл, Покровський р-н)",4,7b655b7b-29bf-11eb-80fb-b8830365bd04,5
2747,Іванівка (Донецька обл.),4,a6f77f9b-a96a-11e9-b73a-005056b24375,5
2748,"Іванівка (Житомирський р-н., Жит. обл.)",4,561c38ac-464d-11ec-80fb-b8830365bd04,6
2749,Іванівка (Запорізька обл.),4,18e62a0a-3c2f-11e5-add9-005056887b8d,8
2750,Іванівка (Кіровоградська обл.),4,96441c73-64f4-11ed-a361-48df37b92096,11
2751,Іванівка (Межівський р-н),4,39baa7e8-c76e-11ea-a970-b8830365ade4,4
2752,Іванівка (Миколаївська обл.),4,152a0a20-c350-11e9-b0c5-005056b24375,14
2753,Іванівка (Новгород-Сіверський р-н),4,9c8a8261-4624-11ec-80fb-b8830365bd04,25
2754,Іванівка (Обухівський р-н),4,9702066e-5228-11e9-acea-005056b24375,10
2755,"Іванівка (Одеська обл., Іванівський р-н)",2,000655f8-4079-11de-b509-001d92f78698,15
2756,Іванівка (Перемишлянський р-н),4,e0634f14-64c6-11ec-80fb-b8830365bd04,13
2758,Іванівка (Полтавська обл.),4,95a4cd56-fee9-11e9-91ff-0025b501a04b,16
2757,Іванівка (Підволочиський р-н),4,d9d38551-07db-11eb-80fb-b8830365bd04,19
2759,Іванівка (Сарненський р-н),4,cfc06cad-5f66-11ec-80fb-b8830365bd04,17
2760,Іванівка (Ставищенський р-н),4,2902a3f2-cf39-11e9-b0c5-005056b24375,10
2761,Іванівка (Сумська обл.),4,82c10b13-b7b7-11e9-8c22-005056b24375,18
2762,Іванівка (Тернопільська обл.),4,723119fe-9e58-11e9-898c-005056b24375,19
2763,Іванівка (Херсонська обл.),2,f70622ce-4078-11de-b509-001d92f78698,21
2764,Іванівка (Хмельницька обл.),4,48a21566-b6f2-11eb-80fb-b8830365bd04,22
2766,Іванівка (Черкаська обл.),4,05c808cf-daa9-11e9-b48a-005056b24375,23
2765,"Іванівка (Черкаська обл.,Чигиринський р-н)",4,039fc309-1a1c-11eb-80fb-b8830365bd04,23
2767,Іванівське,4,905d8eeb-c345-11e9-b0c5-005056b24375,5
2768,Іванівці,4,dfc6c722-b78a-11e9-8c22-005056b24375,9
2770,Іванівці (Волочиський р-н),4,edacf913-4e25-11ed-a361-48df37b92096,22
2769,Іванівці (Вінницька обл.),4,dc88679d-b7a0-11e9-8c22-005056b24375,2
2771,Іванівці (Закарпатська обл.),4,4d7ffc41-b7b8-11e9-8c22-005056b24375,7
2772,Іванівці (Львівська обл.),4,10e469ed-3e4c-11eb-80fb-b8830365bd04,13
2773,Іванівці (Чернівецька обл.),4,4a2706c3-cf25-11e9-b0c5-005056b24375,24
2796,Івахни (Черкаська обл.),4,e73de366-de3a-11ea-80fb-b8830365bd04,23
2799,Івачків (Рівненська обл.),4,e04cba6b-c776-11ea-a970-b8830365ade4,17
2797,Івачів Горішній,4,2366d7c6-5f8b-11ec-80fb-b8830365bd04,19
2798,Івачів Долішній,4,0c027e6b-29c6-11eb-80fb-b8830365bd04,19
2800,Івашки,4,6095cfb3-a955-11e9-b73a-005056b24375,20
2801,Івашків,4,47dda8f1-885e-11e9-898c-005056b24375,15
2802,Івашківка,4,b7ef3e0b-30ad-11ec-80fb-b8830365bd04,25
2803,Івашківці,4,849eb41d-64cb-11e9-898c-005056b24375,22
2804,Івашківці (Вінницька обл.),4,71767a55-fee3-11e9-91ff-0025b501a04b,2
2805,Іващенки,4,bd305c34-509d-11ed-a361-48df37b92096,16
2806,Іверське,4,7b973baf-8966-11ea-a970-b8830365ade4,5
2807,Іверське (Дніпропетровська обл.),4,623ab913-64e9-11ed-a361-48df37b92096,4
2808,Івківці,4,3c1a5807-58fe-11ec-80fb-b8830365bd04,25
2809,Івча,4,7cebac46-6543-11ea-a970-b8830365ade4,2
2810,Ігнатпіль,4,964731cb-76ef-11e9-898c-005056b24375,6
2811,Ігровиця (Тернопільська обл.),4,731f1c1c-ec5e-11ea-80fb-b8830365bd04,19
2812,Іза,4,52d6882c-ef4f-11e5-899e-005056887b8d,7
2813,Ізки,4,53c5b28b-76f1-11e9-898c-005056b24375,7
2815,Ізмайлівка,4,37152ff3-1a1c-11eb-80fb-b8830365bd04,11
2814,Ізмаїл,1,db5c8907-391c-11dd-90d9-001a92567626,15
2816,Ізюм,1,db5c8909-391c-11dd-90d9-001a92567626,20
2817,Ізяслав,1,06f87940-4079-11de-b509-001d92f78698,22
2818,Іква,4,7c7236fd-4628-11ec-80fb-b8830365bd04,19
2819,Ілавче,4,72311a13-9e58-11e9-898c-005056b24375,19
2820,Іларіонове,2,762301d8-a3a4-11e3-9fa0-0050568002cf,4
2821,Ілемня,4,bbd0f51f-6546-11ea-a970-b8830365ade4,9
2823,Іллін (Рівненська обл.),4,d638d36b-ec5d-11ea-80fb-b8830365bd04,17
2824,Іллінецьке,4,9f306943-3d78-11ed-a361-48df37b92096,2
2826,Іллінка,4,9c2c81dd-76f6-11e9-898c-005056b24375,15
2827,Іллінка (Херсонська обл.),4,6142ebe8-9e07-11eb-80fb-b8830365bd04,21
2829,Іллінці (Івано-Франківська обл.),4,6f8ab8fc-8850-11e9-898c-005056b24375,9
2828,Іллінці (Вінницька обл.),1,69da4151-3f5d-11de-b509-001d92f78698,2
2825,Іллінівка,4,612122e4-feed-11e9-91ff-0025b501a04b,5
2832,Ільковичі,4,b36d1742-a9af-11eb-80fb-b8830365bd04,13
2831,Ільківка,4,fb2931dd-8745-11eb-80fb-b8830365bd04,2
2833,Ільник,4,8588b2ad-e671-11e9-b48a-005056b24375,13
2834,Ільниця,4,e706990e-783f-11e8-9d95-005056b2fc3d,7
2835,Ільпибоки,4,02f76abe-b111-11ed-a361-48df37b92096,17
2836,Ільпінь (Рівненська обл.),4,a2611578-c776-11ea-a970-b8830365ade4,17
2837,Ільці,4,bce8e30a-884d-11e9-898c-005056b24375,9
2830,Ільїне,4,e3a25dea-f919-11ea-80fb-b8830365bd04,8
2822,Ілічанка,4,6d522992-abca-11e6-b5da-005056887b8d,15
2838,Імстичово,4,045b1b73-5a17-11ea-a970-b8830365ade4,7
2839,Інгулець,4,f255182e-1aac-11ea-8c15-0025b502a06e,21
2840,Інгулка,4,a464b912-e682-11e9-b48a-005056b24375,14
2841,Інженерне,4,720a18cf-9e36-11e9-898c-005056b24375,8
2842,Інженерне (Херсонська обл.),2,984b5675-590f-11ec-80fb-b8830365bd04,21
2843,Ірдинь,4,e5f483eb-9609-11eb-80fb-b8830365bd04,23
2844,Іржавець,4,82640734-7dca-11eb-80fb-b8830365bd04,25
2845,Іркліїв,4,ed654e1f-2e8e-11e4-acce-0050568002cf,23
2846,Ірпінь,1,db5c8911-391c-11dd-90d9-001a92567626,10
2847,Іршава,1,06f87904-4079-11de-b509-001d92f78698,7
2848,Іршанськ,2,99a4b252-d7ed-11e1-a00a-d4ae527baec9,6
2851,Ісайки,4,ad1dd01d-9e5c-11e9-898c-005056b24375,10
2849,Ісаєве,4,6fdbc801-9e5e-11e9-898c-005056b24375,15
2850,Ісаї,4,d72a188a-34f3-11ed-a361-48df37b92096,13
2852,Іскра,4,58ac4fda-e66f-11e9-b48a-005056b24375,5
2853,Іскрене,4,b1ab8f4b-8745-11eb-80fb-b8830365bd04,23
2854,Іскрівка (Полтавська обл.),4,06e5ff59-e685-11e9-b48a-005056b24375,16
2855,Іспас,4,1b15cd2a-4d8b-11e6-a9f2-005056887b8d,24
2856,Ічня,1,06f8799c-4079-11de-b509-001d92f78698,25
2857,Їжівці,4,11c0d3cd-e682-11e9-b48a-005056b24375,24
1,"Абазівка (Полтавський р-н, Полтавська обл)",4,fc5f1e3c-928e-11e9-898c-005056b24375,16
2,Абранка,4,1b009444-4e4a-11ed-a361-48df37b92096,7
3,Абрикосівка,4,6dbe932e-1aad-11ea-8c15-0025b502a06e,21
4,Авангард,2,8e1718f5-1972-11e5-add9-005056887b8d,15
5,Августинівка,4,93edc540-9e41-11e9-898c-005056b24375,8
6,Августівка,4,9523ea02-7302-11e9-898c-005056b24375,15
7,Авдіївка (Донецька обл.),1,a9522a7e-eaf5-11e7-ba66-005056b2fc3d,5
8,"Авдіївка (Сосницький р-н., Чернігівська обл.)",4,e3f238f7-5a94-11e9-a703-005056b24375,25
11,Аврамівка,4,ae14ae5b-b77a-11e9-8c22-005056b24375,23
9,Авіамістечко,1,0c134e58-1ab1-11ea-8c15-0025b502a06e,8
10,Авіаторське,2,d30a9675-7404-11e5-8d8d-005056887b8d,4
12,Агаймани,4,f384f3bf-b7a7-11e9-8c22-005056b24375,21
13,Агробаза (Донецька обл.),4,18ab598b-ec59-11ea-80fb-b8830365bd04,5
14,Агрономічне,4,ebc0eda9-93ec-11e3-b441-0050568002cf,2
15,Агрономія,4,f17dc676-cf44-11e9-b0c5-005056b24375,14
18,Адампіль,4,67094bdd-9e45-11e9-898c-005056b24375,22
16,Адамівка (Рівненська обл.),4,e0d51b7b-be49-11eb-80fb-b8830365bd04,17
17,Адамівка (Хмельницька обл.),4,38861002-de39-11ea-80fb-b8830365bd04,22
19,Аджамка,4,cc4ca497-d3ce-11e5-8478-005056887b8d,11
20,Азов,4,3b12367b-3e3d-11eb-80fb-b8830365bd04,8
21,Азовське,4,c1079228-76f9-11e9-898c-005056b24375,21
22,Азовське (Запорізька обл.),4,d30282f8-feee-11e9-91ff-0025b501a04b,8
23,Азовське (Першотравневий р-н),4,08c5b1e0-5f64-11ec-80fb-b8830365bd04,5
24,Айдар-Миколаївка,4,db35af88-4631-11ec-80fb-b8830365bd04,12
25,Акрешори,4,27da2be0-7147-11eb-80fb-b8830365bd04,9
26,Алтестове,4,1ae5baed-1a1b-11eb-80fb-b8830365bd04,15
27,Алтинівка,4,b7b9cd41-aa02-11e9-b73a-005056b24375,18
28,Ананьїв,1,06f8796e-4079-11de-b509-001d92f78698,15
29,Ангелівка,4,72467cf8-a0fd-11ea-a970-b8830365ade4,19
30,Ангелінівка,4,d4f405a2-64d0-11e9-898c-005056b24375,15
50,Андрушки,4,3ec0d136-29c7-11eb-80fb-b8830365bd04,6
48,Андрушівка,1,69da41c3-3f5d-11de-b509-001d92f78698,6
49,Андрушівка (Погребищенський р-н),4,c834b71d-4d37-11ec-80fb-b8830365bd04,2
31,Андрівка (Запорізька обл.),4,33656c5a-0c9a-11ea-8c15-0025b502a06e,8
46,Андріяшівка,4,e96d30db-f97f-11ea-80fb-b8830365bd04,18
47,Андріяшівка (Балтський р-н.),4,efdca202-1a32-11ed-a361-48df37b92096,15
32,Андрієвичі,4,125bfa12-dadf-11e9-b48a-005056b24375,6
33,Андрієво-Іванівка,4,a2171923-928c-11e9-898c-005056b24375,15
34,Андріївка (Балаклійський р-н),2,a9280688-94c0-11e3-b441-0050568002cf,20
35,Андріївка (Бердянський р-н),2,f4890a83-8344-11df-884b-000c290fbeaa,8
37,Андріївка (Буський р-н),4,5e48e704-5f89-11ec-80fb-b8830365bd04,13
36,"Андріївка (Білгород-Дністровський р-н., Одес. обл.",4,bafa374c-16d7-11ec-80fb-b8830365bd04,15
38,Андріївка (Великоновосілківський р-н),4,354a1d2a-14fd-11e9-ad0d-005056b24375,5
39,"Андріївка (Волноваський р-н., Донецька обл.)",4,d4f4058d-64d0-11e9-898c-005056b24375,5
40,Андріївка (Дніпропетровська обл.),4,5dfe2ff5-b78e-11e9-8c22-005056b24375,4
41,Андріївка (Донецька обл. Слов'янський р-н),4,809623cf-8841-11e9-898c-005056b24375,5
42,Андріївка (Олександрійський р-н),4,a5ce0a2f-1a1c-11eb-80fb-b8830365bd04,11
43,"Андріївка (Пулинський р-н.,Житомирська обл.)",4,859d22d0-30af-11ec-80fb-b8830365bd04,6
45,Андріївка (Хмельницька обл.),4,4a47d2c1-de39-11ea-80fb-b8830365bd04,22
44,Андріївка (селище міського типу),2,d25db9eb-1ab0-11ea-8c15-0025b502a06e,5
51,Анисів,4,4e77d276-5f94-11ec-80fb-b8830365bd04,25
52,Анталовці,4,690cfcd0-29c3-11eb-80fb-b8830365bd04,7
53,Антипівка,4,2ff53920-7fef-11ea-a970-b8830365ade4,23
66,Антонове,4,7ac8019c-5901-11ec-80fb-b8830365bd04,14
67,Антонюки,4,cd1d7c01-96d0-11ea-a970-b8830365ade4,15
54,"Антонівка (Березнівський р-н, Рівненська обл.)",4,1b5c267d-f986-11ea-80fb-b8830365bd04,17
56,"Антонівка (Володимирецький р-н, Рівненська обл.)",4,f0a49fe9-399e-11e9-acea-005056b24375,17
55,Антонівка (Вінницька обл.),4,abf98760-1776-11eb-80fb-b8830365bd04,2
57,Антонівка (Жидачівський р-н),4,e12a4c24-4d41-11ec-80fb-b8830365bd04,13
58,Антонівка (Запорізька обл.),4,6980acc8-0c93-11ea-8c15-0025b502a06e,8
59,Антонівка (Київська обл.),4,7a37735c-b7a2-11e9-8c22-005056b24375,10
60,Антонівка (Скадовський р-н),2,22212b42-98cb-11e5-a023-005056887b8d,21
61,Антонівка (Уманський р-н),4,f3f7834f-58f0-11ec-80fb-b8830365bd04,23
62,"Антонівка (Хмельницька обл,Летичівський р-н)",4,bab7daac-3e3f-11eb-80fb-b8830365bd04,22
63,Антонівка (Хмельницька обл.),4,76886118-de36-11ea-80fb-b8830365bd04,22
64,Антонівці,4,4e71db12-e5e9-11e9-b48a-005056b24375,22
65,Антоніни,2,96b8d7a4-be42-11e3-9fa0-0050568002cf,22
68,Антопіль,4,d8264383-64d2-11e9-898c-005056b24375,17
69,Анциполівка,4,706aff9e-7d68-11e9-898c-005056b24375,2
70,Аполлонівка,4,f88729c3-76ee-11e9-898c-005056b24375,4
71,Апостолове,1,f7062316-4078-11de-b509-001d92f78698,4
72,Араповичі,4,1e13e8c8-76fc-11e9-898c-005056b24375,25
73,Арбузинка,2,06f8795c-4079-11de-b509-001d92f78698,14
74,Арданово,4,4abc81c9-bafa-11ea-a970-b8830365ade4,7
75,Аркадіївка,4,3e1f3199-b7be-11e9-8c22-005056b24375,10
76,Артемівка ,4,d1bbe7c3-dab2-11e9-b48a-005056b24375,20
77,Артищів,4,c513827d-1a3e-11ed-a361-48df37b92096,13
78,Архангельська Слобода,4,c999c0c1-4694-11ea-b89e-0025b501a04b,21
79,Архангельське,4,acd15015-8876-11e9-898c-005056b24375,21
80,Архипівка,4,cdf45ea7-9e36-11e9-898c-005056b24375,25
81,Арциз,1,000655ea-4079-11de-b509-001d92f78698,15
82,Арчепитівка,4,d359e5e2-4695-11ea-b89e-0025b501a04b,15
84,Асканія-Нова,2,2b4f7c98-c984-11e4-a77a-005056887b8d,21
85,Астей,4,04fa9877-5f87-11ec-80fb-b8830365bd04,7
86,Астраханка,4,8724da65-e5df-11e9-b48a-005056b24375,8
83,Асіївка,4,196f4f05-8868-11e9-898c-005056b24375,20
87,Атамань,4,1e5b0bd2-462e-11ec-80fb-b8830365bd04,21
88,Атманай,4,b3d56c39-feee-11e9-91ff-0025b501a04b,8
89,Атюша,4,a5206c01-b435-11e3-9fa0-0050568002cf,25
90,Афанасіївка,4,80a48a0f-b548-11ea-a970-b8830365ade4,14
91,Африканівка,4,abbc5062-a7a6-11e9-b73a-005056b24375,20
92,Баб'янка,4,a9d68b69-0b0d-11ec-80fb-b8830365bd04,9
93,Баба,4,7d892e70-5f74-11ec-80fb-b8830365bd04,18
95,Бабайківка,4,e7c1ae0c-883f-11e9-898c-005056b24375,4
96,Бабанка,2,41934c38-40f4-11e5-8d8d-005056887b8d,23
97,Бабах-Тарама,4,907f47db-64d0-11e9-898c-005056b24375,5
94,Бабаї,2,0a83d21d-e133-11e5-899e-005056887b8d,20
98,Бабин (Вінницька обл.),4,2b881c1e-c773-11ea-a970-b8830365ade4,2
99,Бабин (Кельменецький р-н),4,f948e14a-8830-11e9-898c-005056b24375,24
100,Бабин (Косівський р-н),4,e3a34d6e-9e04-11eb-80fb-b8830365bd04,9
101,Бабин (Рівненська обл.),4,1c7bc460-76f8-11e9-898c-005056b24375,17
102,Бабина,4,6f893fd3-dab6-11e9-b48a-005056b24375,13
103,Бабине,4,fc6b70be-464a-11ec-80fb-b8830365bd04,22
104,Бабинці,4,081feb22-5f5a-11e9-898c-005056b24375,10
105,Бабичі,4,8480a777-c33c-11e9-b0c5-005056b24375,13
106,Бабурка,4,de64db47-76f2-11e9-898c-005056b24375,8
107,Бабухів,4,cd27ebdc-e5e6-11e9-b48a-005056b24375,9
108,Бабче,4,d6fcff55-f984-11ea-80fb-b8830365bd04,9
109,Бабчинці,4,66675367-cf21-11e9-b0c5-005056b24375,2
110,Баворів,4,e8d1cf23-3e4d-11eb-80fb-b8830365bd04,19
111,Багате,4,cd822f8c-9282-11e9-898c-005056b24375,4
112,Багате (Одеська обл.),4,78231fd2-f427-11e9-91ff-0025b501a04b,15
113,Багатир,4,a9198c10-3b46-11e9-acea-005056b24375,5
114,Багачівка (Черкаська обл.),4,51995d3d-de3e-11ea-80fb-b8830365bd04,23
115,Баглаї,4,879df719-cde1-11eb-80fb-b8830365bd04,22
116,Багна,4,839f9d2c-bafc-11ea-a970-b8830365ade4,24
117,Багрин,4,87b7652e-b79c-11e9-8c22-005056b24375,10
118,Багринівка,4,a14b4f76-64cd-11e9-898c-005056b24375,24
119,Багринівці,4,c447143c-e5eb-11e9-b48a-005056b24375,2
120,Бадалово,4,a545f2e7-feea-11e9-91ff-0025b501a04b,7
121,Бадів,4,359d239d-0fe3-11eb-80fb-b8830365bd04,7
122,Бадівка,4,6a2c843d-0fe6-11eb-80fb-b8830365bd04,17
125,Базальтове,4,fe12f28f-16d9-11ec-80fb-b8830365bd04,17
124,Базалія,4,87765216-7302-11e9-898c-005056b24375,22
123,Базаліївка,4,169b56d6-96ce-11ea-a970-b8830365ade4,20
126,Базар,4,0d82b262-3e3f-11eb-80fb-b8830365bd04,19
127,Базар'янка,4,2597ba86-9913-11ea-a970-b8830365ade4,15
128,Базилівщина,4,c47fba55-a7a5-11e9-b73a-005056b24375,16
130,Байбузи,4,04eda5ff-b79f-11e9-8c22-005056b24375,23
131,Байбузівка,4,17a41a64-f427-11e9-91ff-0025b501a04b,15
132,Байдаківка,4,88544dec-58fd-11ec-80fb-b8830365bd04,4
133,Байківці,4,706e1ca2-fed9-11e9-91ff-0025b501a04b,19
134,Байрак (Полтавська обл.),4,9fb45599-9e65-11e9-898c-005056b24375,16
135,Байраки,4,965e39ea-bafa-11ea-a970-b8830365ade4,24
136,Байтали,4,324ce5a2-928e-11e9-898c-005056b24375,15
138,Бакумівка,4,e8e3a089-1b1f-11ea-8c15-0025b502a06e,10
139,Бакша,4,2904ca2f-07e2-11eb-80fb-b8830365bd04,15
137,Баківці,4,e4736296-4d3f-11ec-80fb-b8830365bd04,3
140,Балабанівка,4,d59d2509-b785-11e9-8c22-005056b24375,2
141,Балабине,2,2d776f0f-f138-11e3-8c4a-0050568002cf,8
142,Балажер,4,cb5978b0-30ac-11ec-80fb-b8830365bd04,7
143,Балаклея (Черкаська обл.),4,1f7de1ac-7d28-11e3-b441-0050568002cf,23
144,Балаклія (Харківська обл.),1,ae7a32ba-0d45-11de-b6f5-001d92f78697,20
145,Баламутівка,4,60e20bf6-e681-11e9-b48a-005056b24375,24
146,Баламутівка (Хмельницька обл.),4,9540027d-34b5-11eb-80fb-b8830365bd04,22
147,Баландине,4,e0b0cedf-f981-11ea-80fb-b8830365bd04,23
148,Баланівка,4,23e97262-e68e-11e9-b48a-005056b24375,2
150,Балаховичі,4,2ffef7be-20b6-11ea-b89e-0025b501a04b,17
149,Балахівка,4,0f6fe65a-7302-11e9-898c-005056b24375,11
151,Балашівка,4,4b73abc6-882d-11e9-898c-005056b24375,17
152,Балико-Щучинка,4,303179c1-30b0-11ec-80fb-b8830365bd04,10
153,Балин,4,02e8c260-5cf7-11e9-a703-005056b24375,22
155,Балинці,4,1d7d859b-b787-11e9-8c22-005056b24375,9
154,Балинівка,4,9e0cc96f-58fd-11ec-80fb-b8830365bd04,22
156,Баличі,4,bf22d5bc-e674-11e9-b48a-005056b24375,13
158,Балки,4,ab7607db-3e45-11eb-80fb-b8830365bd04,17
159,Балки (Вінницька обл.),4,dc8867b2-b7a0-11e9-8c22-005056b24375,2
160,Балки (Запорізька обл.),4,4982365a-3a90-11e5-add9-005056887b8d,8
162,Балкове,4,583095f5-0fe0-11eb-80fb-b8830365bd04,8
161,Балківці,4,8f5a0003-dab2-11e9-b48a-005056b24375,24
163,Баловне,4,cef9b78c-1b1f-11ea-8c15-0025b502a06e,14
164,Балочки,4,ff8efac0-3e3c-11eb-80fb-b8830365bd04,8
165,Балта,1,06f87968-4079-11de-b509-001d92f78698,15
166,Балтазарівка,4,5439a08c-f407-11e9-91ff-0025b501a04b,21
167,Балучин,4,bbb0b157-5f96-11ec-80fb-b8830365bd04,13
168,Бальківці,4,b81cea19-125b-11ed-a361-48df37b92096,22
157,Балівка,4,9c8aafff-883e-11e9-898c-005056b24375,4
170,Бандурка,3,081feb38-5f5a-11e9-898c-005056b24375,14
171,Бандурове,4,c825fedc-fee0-11e9-91ff-0025b501a04b,11
169,Бандурівка,4,23837774-9e5d-11e9-898c-005056b24375,11
172,Банилів,4,6a992de9-fbee-11e5-899e-005056887b8d,24
173,Банилів-Підгірний,4,00ce7c7a-dae4-11e9-b48a-005056b24375,24
174,Баничі,4,1ffc73cc-cf41-11e9-b0c5-005056b24375,18
176,Баннівка,4,3ade9afd-964b-11e9-898c-005056b24375,15
177,Банчени,4,69663f62-9e51-11e9-898c-005056b24375,24
178,Банюнин,4,d3bde763-5f6e-11ec-80fb-b8830365bd04,13
179,Баня Лисовицька,4,c364eea4-8859-11e9-898c-005056b24375,13
180,Баня-Березів,4,b13f8a56-76f3-11e9-898c-005056b24375,9
175,Банівка,4,b9b59e99-cf14-11e9-b0c5-005056b24375,8
181,Бар,1,2f74cb93-c870-11dd-88ed-001d92f78697,2
182,Бар (селище),3,f22bb198-afdc-11ea-a970-b8830365ade4,2
183,Барабой,4,02f61f68-c34d-11e9-b0c5-005056b24375,15
184,Бараниківка,4,e3eaf0c5-b774-11e9-8c22-005056b24375,12
185,"Бараниківка (Кремінський р-н., Луганська обл.)",4,046be2c5-4632-11ec-80fb-b8830365bd04,12
186,Баранинці (Закарпатська обл.),4,b1e56d42-bb61-11e5-8478-005056887b8d,7
190,Баранне,4,6e52b811-96cf-11ea-a970-b8830365ade4,17
191,Баранове (Одеська обл.),4,ff2f34e3-4659-11ec-80fb-b8830365bd04,15
